Wall time,Step,Value
1678909763.4696128,6349,5.8679656982421875
1678909939.802414,6399,5.8603057861328125
1678910116.241685,6449,5.872039794921875
1678910292.7858741,6499,5.8703460693359375
1678910469.1793458,6549,5.864990234375
1678910645.3683252,6599,5.8755645751953125
1678910851.7421877,6649,5.875518798828125
1678911028.3210344,6699,5.865997314453125
1678911204.921986,6749,5.8506011962890625
1678911381.2681544,6799,5.864288330078125
1678911557.8125453,6849,5.8586578369140625
1678911734.6321118,6899,5.8574371337890625
1678911911.289036,6949,5.849700927734375
1678912087.703158,6999,5.8758392333984375
1678912264.2806568,7049,5.8544464111328125
1678912440.7134855,7099,5.8807373046875
1678912647.7097313,7149,5.8611297607421875
1678912824.4141877,7199,5.866485595703125
1678913000.9953458,7249,5.846893310546875
1678913177.705665,7299,5.857421875
1678913354.4733374,7349,5.8637542724609375
1678913531.2251961,7399,5.864349365234375
1678913707.7554622,7449,5.85174560546875
1678913884.5451849,7499,5.854156494140625
1678914061.2455492,7549,5.8613433837890625
1678914237.8020182,7599,5.87286376953125
1678914439.7142005,7649,5.8623504638671875
1678914616.1350868,7699,5.8642730712890625
1678914792.8330579,7749,5.8577880859375
1678914969.2394662,7799,5.8634185791015625
1678915146.069465,7849,5.8564453125
1678915322.5157955,7899,5.8645782470703125
1678915499.1339433,7949,5.8607330322265625
1678915675.85445,7999,5.865081787109375
1678915852.7473214,8049,5.8670196533203125
1678916029.3873913,8099,5.85968017578125
1678916236.7792463,8149,5.8549041748046875
1678916413.5635653,8199,5.85906982421875
1678916589.9622455,8249,5.856048583984375
1678916766.6837988,8299,5.84918212890625
1678916943.4936829,8349,5.85736083984375
1678917120.0931194,8399,5.863128662109375
1678917296.7327325,8449,5.865325927734375
1678917473.277895,8499,5.8745880126953125
1678917649.8773448,8549,5.8620147705078125
1678917826.5772882,8599,5.8557891845703125
1678918032.536843,8649,5.8535919189453125
1678918209.1418722,8699,5.856292724609375
1678918385.8949625,8749,5.8610687255859375
1678918562.549716,8799,5.842071533203125
1678918739.0910408,8849,5.8691558837890625
1678918915.439323,8899,5.8503265380859375
1678919092.151266,8949,5.8600006103515625
1678919268.7419858,8999,5.848297119140625
1678919445.1630843,9049,5.8737640380859375
1678919621.8040726,9099,5.8612518310546875
1678919826.7013476,9149,5.8577728271484375
1678920003.4830582,9199,5.8520050048828125
1678920180.3371403,9249,5.858734130859375
1678920356.9089153,9299,5.8496246337890625
1678920533.3885195,9349,5.8652801513671875
1678920710.3196213,9399,5.858856201171875
1678920886.8550587,9449,5.860137939453125
1678921063.408483,9499,5.848236083984375
1678921240.2485747,9549,5.872955322265625
1678921416.7246902,9599,5.861968994140625
1678921592.8551624,9649,5.849945068359375
1678921799.2244086,9699,5.846893310546875
1678921976.0778325,9749,5.8499603271484375
1678922152.752747,9799,5.8571319580078125
1678922329.4355898,9849,5.8646087646484375
1678922505.8773818,9899,5.8600311279296875
1678922682.4053895,9949,5.8571014404296875
1678922859.3110032,9999,5.8790435791015625
1678923035.9490697,10049,5.8395538330078125
1678923212.4444237,10099,5.8648681640625
1678923388.9141107,10149,5.8836822509765625
1678923600.4819915,10199,5.870635986328125
1678923777.4671414,10249,5.8612213134765625
1678923954.3185334,10299,5.8592987060546875
1678924131.1570642,10349,5.8627777099609375
1678924308.16834,10399,5.859405517578125
1678924485.122474,10449,5.8435516357421875
1678924662.0367012,10499,5.8506927490234375
1678924838.6763232,10549,5.8694305419921875
1678925015.63329,10599,5.8602447509765625
1678925192.2008655,10649,5.853179931640625
1678925404.0363932,10699,5.8515625
1678925580.878055,10749,5.8481903076171875
1678925757.5555968,10799,5.8380889892578125
1678925934.2019255,10849,5.86297607421875
1678926110.6802092,10899,5.8493499755859375
1678926287.263062,10949,5.841064453125
1678926463.5879116,10999,5.840240478515625
1678926640.1475759,11049,5.8548431396484375
1678926816.3683264,11099,5.847442626953125
1678926992.6279936,11149,5.85540771484375
1678927197.2778988,11199,5.839263916015625
1678927373.7914245,11249,5.8580780029296875
1678927550.334026,11299,5.8444671630859375
1678927726.9261591,11349,5.868896484375
1678927903.3681755,11399,5.847198486328125
1678928079.9576,11449,5.8593292236328125
1678928256.349499,11499,5.847137451171875
1678928433.3413603,11549,5.850921630859375
1678928609.8648336,11599,5.8573760986328125
1678928786.4668298,11649,5.8585052490234375
1678928996.655335,11699,5.8504486083984375
1678929173.872914,11749,5.8546905517578125
1678929350.541694,11799,5.84735107421875
1678929527.3154783,11849,5.8294219970703125
1678929704.1479836,11899,5.837158203125
1678929880.84723,11949,5.8482513427734375
1678930057.5082524,11999,5.8404541015625
1678930234.0401065,12049,5.82952880859375
1678930410.6490052,12099,5.8561553955078125
1678930587.3324854,12149,5.847747802734375
1678930795.242993,12199,5.853851318359375
1678930971.9488306,12249,5.8533935546875
1678931148.5785482,12299,5.8365631103515625
1678931325.1530511,12349,5.8502044677734375
1678931502.010483,12399,5.832550048828125
1678931678.4924965,12449,5.839813232421875
1678931855.2357688,12499,5.8403472900390625
1678932031.8756614,12549,5.8371734619140625
1678932208.726686,12599,5.8455810546875
1678932385.40517,12649,5.841156005859375
1678932559.466476,12699,4.744236469268799
1678932768.1241665,12749,5.8453826904296875
1678932944.526165,12799,5.8544158935546875
1678933121.1217916,12849,5.8400421142578125
1678933298.2036343,12899,5.8327484130859375
1678933474.8847754,12949,5.8441314697265625
1678933651.4270394,12999,5.8398895263671875
1678933828.1782758,13049,5.83624267578125
1678934005.2292206,13099,5.84954833984375
1678934181.8274477,13149,5.849853515625
1678934358.4399629,13199,5.8671875
1678934565.9312522,13249,5.859222412109375
1678934743.0032125,13299,5.8503875732421875
1678934919.8609648,13349,5.84912109375
1678935096.8408716,13399,5.8480377197265625
1678935273.7828553,13449,5.8497772216796875
1678935450.809333,13499,5.85302734375
1678935627.4793282,13549,5.838653564453125
1678935804.5383635,13599,5.8431243896484375
1678935981.2943733,13649,5.8616790771484375
1678936158.0692012,13699,5.85107421875
1678936362.3506162,13749,5.8453369140625
1678936539.433489,13799,5.8523712158203125
1678936716.4043343,13849,5.85723876953125
1678936893.4151495,13899,5.8466339111328125
1678937070.286843,13949,5.843231201171875
1678937247.310236,13999,5.8548126220703125
1678937424.2600741,14049,5.852447509765625
1678937601.0619419,14099,5.8486785888671875
1678937777.8946095,14149,5.852294921875
1678937954.479014,14199,5.84625244140625
1678938160.6320198,14249,5.8594207763671875
1678938337.4716644,14299,5.8521270751953125
1678938514.00603,14349,5.830322265625
1678938690.680928,14399,5.8537750244140625
1678938867.253629,14449,5.8389129638671875
1678939044.1498673,14499,5.8354339599609375
1678939220.8711507,14549,5.8444671630859375
1678939397.4924452,14599,5.85028076171875
1678939574.1352096,14649,5.8470611572265625
1678939750.745974,14699,5.8450775146484375
1678939955.741537,14749,5.8479156494140625
1678940132.7838292,14799,5.850616455078125
1678940309.3071382,14849,5.8491363525390625
1678940486.1313534,14899,5.8491058349609375
1678940662.8263383,14949,5.845245361328125
1678940839.541804,14999,5.8570556640625
1678941016.606401,15049,5.8341522216796875
1678941193.3738577,15099,5.83612060546875
1678941369.9980693,15149,5.8502044677734375
1678941546.5751166,15199,5.8447723388671875
1678941753.3920639,15249,5.836944580078125
1678941930.4494011,15299,5.8492889404296875
1678942107.0785563,15349,5.8482208251953125
1678942283.8577516,15399,5.8540802001953125
1678942460.7728817,15449,5.8413848876953125
1678942637.8491325,15499,5.852294921875
1678942814.6903949,15549,5.8357696533203125
1678942991.4232042,15599,5.8524322509765625
1678943168.2328515,15649,5.854156494140625
1678943344.9084275,15699,5.8321075439453125
1678943550.4659674,15749,5.84783935546875
1678943727.397759,15799,5.8442535400390625
1678943903.981445,15849,5.8333892822265625
1678944080.9121833,15899,5.8502044677734375
1678944257.3835812,15949,5.8428802490234375
1678944434.028687,15999,5.837615966796875
1678944610.866215,16049,5.849945068359375
1678944787.3734796,16099,5.85137939453125
1678944963.9304452,16149,5.8371124267578125
1678945140.8202825,16199,5.8331298828125
1678945317.1552298,16249,5.8452911376953125
1678945522.6312263,16299,5.841796875
1678945699.3447726,16349,5.82928466796875
1678945875.896157,16399,5.858367919921875
1678946052.8948984,16449,5.8420257568359375
1678946229.46975,16499,5.83892822265625
1678946406.2668116,16549,5.8402252197265625
1678946582.8391554,16599,5.840118408203125
1678946759.700944,16649,5.8488616943359375
1678946936.6825202,16699,5.8355560302734375
1678947113.3443115,16749,5.845672607421875
1678947315.190472,16799,5.8513031005859375
1678947491.9718003,16849,5.838165283203125
1678947668.5387821,16899,5.8411407470703125
1678947845.1517422,16949,5.8495025634765625
1678948021.935997,16999,5.8416290283203125
1678948198.8724737,17049,5.843017578125
1678948375.5447762,17099,5.86395263671875
1678948552.205174,17149,5.8300628662109375
1678948729.234597,17199,5.8492431640625
1678948906.0584738,17249,5.8470458984375
1678949111.0250614,17299,5.8302764892578125
1678949287.7492888,17349,5.8459320068359375
1678949464.5670161,17399,5.837371826171875
1678949641.3920777,17449,5.8485107421875
1678949818.3129706,17499,5.8520355224609375
1678949994.982693,17549,5.8597412109375
1678950171.7218468,17599,5.8465728759765625
1678950348.1633592,17649,5.8293609619140625
1678950524.7980897,17699,5.8386688232421875
1678950701.4550703,17749,5.8392333984375
1678950909.1933677,17799,5.8483428955078125
1678951085.809252,17849,5.831207275390625
1678951262.60765,17899,5.839141845703125
1678951439.1562576,17949,5.84661865234375
1678951615.8620143,17999,5.843353271484375
1678951792.5398836,18049,5.842498779296875
1678951969.3532708,18099,5.842559814453125
1678952146.1615126,18149,5.83953857421875
1678952322.8223827,18199,5.83770751953125
